;י;ק;ד;ו;ב;צ;ץ;ז;ש;ך;ט;ג;ן;ר;ח;נ;ס;מ;ל;כ;ה;ת;ף;ם;פ;ע;א
ט;0.6412394156926207;0.8096560568381403;0.39577494469697894;0.5080941525529242;0.7897540852389366;0.8145704287848948;0.675842686938664;0.7948624046697255;0.9383433695061785;0.14636617430765686;1.0;0.7685873173802538;0.7187177223731938;0.1336558779261383;0.7001588271018169;0.7956464001094514;0.8306518681729587;0.7860833394883824;0.47655766921046727;0.806369772661236;0.7148689968359787;0.8491347635779826;0.4262901468873155;0.7757545540086552;0.8163991506772619;0.8717661338268068;0.8164161951230068
ג;0.6628761660800128;0.7116245028873336;0.49988298024656364;0.6942337109922673;0.9220014686065152;0.8884670903158884;0.49238482458068156;0.753041825580401;0.797489161512444;0.3318907773314924;0.7685873173802538;1.0;0.831498271366905;0.2955774256085293;0.6815735970695155;0.8408031049934246;0.8276992376861354;0.8085251264879957;0.5409666327798934;0.8732692520667593;0.7557242124966109;0.7014317199000739;0.5764571823977853;0.8255211327252361;0.7762243012147427;0.7083811122252073;0.8235999978379085
ן;0.800728240564867;0.7276066874092164;0.625450898425951;0.7662476487321171;0.8325433499218158;0.8543671063440605;0.538628870483947;0.798505105574044;0.752755457315153;0.407956131995454;0.7187177223731938;0.831498271366905;1.0;0.3968272558711049;0.8007208378150112;0.8358159034892614;0.8496823101570393;0.8775643671248539;0.6938069775404734;0.8623381955102836;0.850570023174221;0.7369149202081324;0.6855015011487129;0.860597246492408;0.8310255595301638;0.714453775515959;0.8576531617976845
ר;0.37328216090540023;0.17222245815146575;0.6380731867321032;0.590211939687588;0.29473893594639866;0.3046628018576797;0.011363469168072404;0.24437952263842477;0.18092724231100277;0.8174721294309302;0.1336558779261383;0.2955774256085293;0.3968272558711049;1.0;0.35949686881932286;0.2763785353487629;0.2870425741609346;0.33909604565945295;0.5172435944249758;0.3047257655680389;0.38083519139712785;0.19019387492207473;0.6746059758125391;0.34123690643463156;0.28239498279142583;0.14754190185376614;0.3124173693164627
ח;0.8049975607838838;0.7387534307127104;0.6556381952656724;0.644277141128694;0.7143531818169109;0.7658216130343293;0.6378329157781759;0.801688970076108;0.732214607828761;0.3358251577635074;0.7001588271018169;0.6815735970695155;0.8007208378150112;0.35949686881932286;1.0;0.7232343695038557;0.7932774062723283;0.8494278691359952;0.7270630813276198;0.7831639568311886;0.882491831521315;0.8135983077579676;0.6277690680627929;0.8026944877712748;0.8205654396496079;0.729052608206626;0.8335327156507726
נ;0.7291717146692707;0.703948644872548;0.4786043448583872;0.6432956622380175;0.8282353127016328;0.8679171547741704;0.5522872516894952;0.7462097408199491;0.8178811865345365;0.27923190977595;0.7956464001094514;0.8408031049934246;0.8358159034892614;0.2763785353487629;0.7232343695038557;1.0;0.8873660065253403;0.8502762611643429;0.5524359084240051;0.8211870557055976;0.7367038203090577;0.7555274402862928;0.5436421956846673;0.8511215261627944;0.8706483379432606;0.8114689189633035;0.8429836121479435
ס;0.7463475500611529;0.7746600630680314;0.5189780215422033;0.6430670665046856;0.8561907644205509;0.9150285883588211;0.6028706151686924;0.7947492510314387;0.8746008621160895;0.2920804179703681;0.8306518681729587;0.8276992376861354;0.8496823101570393;0.2870425741609346;0.7932774062723283;0.8873660065253403;1.0;0.9233444390350327;0.6032682095313273;0.8699619901765632;0.8059666498644815;0.8265994499066077;0.5733816853410345;0.9260452211100122;0.9390609167292383;0.8274423469461176;0.9304476911186887
מ;0.7664468254173513;0.7539120005837572;0.5862654385072508;0.6842743238738798;0.8417016504402045;0.9034294501574097;0.5911717329792816;0.8093964032194113;0.8319819294536319;0.33595363197627937;0.7860833394883824;0.8085251264879957;0.8775643671248539;0.33909604565945295;0.8494278691359952;0.8502762611643429;0.9233444390350327;1.0;0.6478057339583074;0.8806546229092019;0.8600310942571374;0.8246108952584125;0.6176823474563546;0.9399173756848089;0.9207421655052194;0.7897077054580663;0.9468183963727839
ל;0.7475279269481306;0.5809686057586508;0.7622218634266766;0.6771574783625158;0.5584054555612539;0.5813931204972035;0.45418402206729147;0.6221872825262643;0.5103004800235722;0.5006978147477827;0.47655766921046727;0.5409666327798934;0.6938069775404734;0.5172435944249758;0.7270630813276198;0.5524359084240051;0.6032682095313273;0.6478057339583074;1.0;0.6052292988292733;0.7203318408625528;0.5654140200350766;0.7727376536584807;0.6238235200152609;0.6113754158962066;0.49672714072860835;0.6289275937053409
כ;0.7072101864778364;0.7886532048204966;0.5603391864388827;0.6792112514671416;0.916150616871203;0.9183822319136276;0.5796474070000495;0.8399439409477588;0.8400317156614094;0.3280437461337834;0.806369772661236;0.8732692520667593;0.8623381955102836;0.3047257655680389;0.7831639568311886;0.8211870557055976;0.8699619901765632;0.8806546229092019;0.6052292988292733;1.0;0.8588357940710784;0.79813253543749;0.5966133988195275;0.8755806204353266;0.8340325953922;0.752654426112775;0.8941016508007792
ה;0.7683587159922656;0.7679130804589491;0.6740504716226751;0.7074851346777846;0.7890428699198901;0.8153842795693914;0.590440056802656;0.8356737762569846;0.7503269823280783;0.38678688279764506;0.7148689968359787;0.7557242124966109;0.850570023174221;0.38083519139712785;0.882491831521315;0.7367038203090577;0.8059666498644815;0.8600310942571374;0.7203318408625528;0.8588357940710784;1.0;0.7828556673665722;0.6722699166338891;0.8279057514236375;0.7992745271145482;0.6976354973283885;0.8586585946278018
ת;0.704045804928128;0.8233056665240492;0.48083679750226294;0.5234753594347391;0.7411562640043161;0.7873187991908102;0.7496794766468904;0.8331037065041214;0.8555123403163297;0.1830556224268689;0.8491347635779826;0.7014317199000739;0.7369149202081324;0.19019387492207473;0.8135983077579676;0.7555274402862928;0.8265994499066077;0.8246108952584125;0.5654140200350766;0.79813253543749;0.7828556673665722;1.0;0.4744650153517388;0.7902131376508109;0.8518833008535208;0.8624266346074956;0.8359077184665924
ף;0.6389523587811248;0.48743499567686654;0.7854142934819359;0.8238800830228287;0.5819406848223099;0.5865354340283768;0.2989425557587647;0.5402607457945312;0.4707944636430077;0.6962041454722485;0.4262901468873155;0.5764571823977853;0.6855015011487129;0.6746059758125391;0.6277690680627929;0.5436421956846673;0.5733816853410345;0.6176823474563546;0.7727376536584807;0.5966133988195275;0.6722699166338891;0.4744650153517388;1.0;0.6191452210947249;0.5594172431910669;0.42366537738175647;0.5990092194082645
ם;0.7277641223392005;0.7318340076972386;0.5661840524312092;0.6867295090020888;0.8667895951498285;0.9238978807199802;0.5530119886421085;0.7668574101760574;0.8274278980647757;0.3459335618992071;0.7757545540086552;0.8255211327252361;0.860597246492408;0.34123690643463156;0.8026944877712748;0.8511215261627944;0.9260452211100122;0.9399173756848089;0.6238235200152609;0.8755806204353266;0.8279057514236375;0.7902131376508109;0.6191452210947249;1.0;0.8978429692855886;0.7668380821403479;0.9231081988057854
פ;0.7643875749638219;0.7613722217263622;0.5227049813024458;0.6204596470568444;0.804719783389623;0.8674412212339961;0.630509556567628;0.7911598286542275;0.8523969032077107;0.27392582857278436;0.8163991506772619;0.7762243012147427;0.8310255595301638;0.28239498279142583;0.8205654396496079;0.8706483379432606;0.9390609167292383;0.9207421655052194;0.6113754158962066;0.8340325953922;0.7992745271145482;0.8518833008535208;0.5594172431910669;0.8978429692855886;1.0;0.8523097829462729;0.9062434643816976
ע;0.6923685341226221;0.7552460776508533;0.4017292559759025;0.4952032783836948;0.7233595618624933;0.7752080744129815;0.7056484766085285;0.760569959678568;0.8578969525333063;0.13633310132941345;0.8717661338268068;0.7083811122252073;0.714453775515959;0.14754190185376614;0.729052608206626;0.8114689189633035;0.8274423469461176;0.7897077054580663;0.49672714072860835;0.752654426112775;0.6976354973283885;0.8624266346074956;0.42366537738175647;0.7668380821403479;0.8523097829462729;1.0;0.8008523067847122
א;0.7556188339366473;0.7828702408325805;0.5634206508420168;0.667159576447217;0.8547926635305102;0.9179149506780379;0.6046140596413366;0.8240521423676744;0.8650141767288757;0.31575814269566926;0.8164161951230068;0.8235999978379085;0.8576531617976845;0.3124173693164627;0.8335327156507726;0.8429836121479435;0.9304476911186887;0.9468183963727839;0.6289275937053409;0.8941016508007792;0.8586585946278018;0.8359077184665924;0.5990092194082645;0.9231081988057854;0.9062434643816976;0.8008523067847122;1.0
